origin_id,origin_zone,dest_id,dest_school,count,school_lat,School_long,zone_lat,zone_long
1,Babesa,101,Babesa HSS,249,27.426344,89.657088,27.42918166770,89.64720960230
3,Bjemina,101,Babesa HSS,1,27.426344,89.657088,27.40296800000,89.57070400000
4,Changangkha,101,Babesa HSS,1,27.426344,89.657088,27.47245399040,89.63084646850
5,Changgidaphu,101,Babesa HSS,2,27.426344,89.657088,27.45993538960,89.63337611550
6,Changjalu,101,Babesa HSS,7,27.426344,89.657088,27.44697074620,89.65875248350
7,Changzamtog,101,Babesa HSS,5,27.426344,89.657088,27.46114897030,89.64185371500
8,Chanjiji,101,Babesa HSS,2,27.426344,89.657088,27.45550435780,89.65292201730
9,Core,101,Babesa HSS,1,27.426344,89.657088,27.47331364770,89.63825335810
10,Debsi,101,Babesa HSS,16,27.426344,89.657088,27.43156669690,89.64037529940
11,Dechencholing,101,Babesa HSS,1,27.426344,89.657088,27.53260528070,89.64253837270
13,Gangchey,101,Babesa HSS,15,27.426344,89.657088,27.41778503180,89.64188265870
17,Jungshina,101,Babesa HSS,1,27.426344,89.657088,27.51070916330,89.63412912960
22,Langjophakha,101,Babesa HSS,1,27.426344,89.657088,27.49589747970,89.64132150520
23,Lubding,101,Babesa HSS,1,27.426344,89.657088,27.44974662830,89.66945403330
24,Motithang,101,Babesa HSS,2,27.426344,89.657088,27.47665064250,89.61971670550
25,Namseyling,101,Babesa HSS,2,27.426344,89.657088,27.404257,89.6064
26,Olakha,101,Babesa HSS,15,27.426344,89.657088,27.44697074620,89.65875248350
28,Ramtokto,101,Babesa HSS,8,27.426344,89.657088,27.416321,89.622819
29,RTC,101,Babesa HSS,14,27.426344,89.657088,27.40349847780,89.65665704520
30,Samtenling,101,Babesa HSS,1,27.426344,89.657088,27.50077888000,89.63369325650
31,Serbithang,101,Babesa HSS,33,27.426344,89.657088,27.42029515230,89.65591160680
32,Simtokha,101,Babesa HSS,10,27.426344,89.657088,27.43440839780,89.66787390510
34,Tshalubar,101,Babesa HSS,2,27.426344,89.657088,27.43770376770,89.65558664010
35,Tshalumarphey,101,Babesa HSS,5,27.426344,89.657088,27.43770376770,89.65558664010
1,Babesa,102,Babesa PS,375,27.429027,89.650867,27.42918166770,89.64720960230
3,Bjemina,102,Babesa PS,1,27.429027,89.650867,27.40296800000,89.57070400000
6,Changjalu,102,Babesa PS,4,27.429027,89.650867,27.44697074620,89.65875248350
7,Changzamtog,102,Babesa PS,4,27.429027,89.650867,27.46114897030,89.64185371500
8,Chanjiji,102,Babesa PS,4,27.429027,89.650867,27.45550435780,89.65292201730
9,Core,102,Babesa PS,1,27.429027,89.650867,27.47331364770,89.63825335810
10,Debsi,102,Babesa PS,31,27.429027,89.650867,27.43156669690,89.64037529940
12,Dzong,102,Babesa PS,1,27.429027,89.650867,27.48830025920,89.63554472700
13,Gangchey,102,Babesa PS,23,27.429027,89.650867,27.41778503180,89.64188265870
18,Kabisa,102,Babesa PS,1,27.429027,89.650867,27.54906988110,89.65429961040
20,Khasadrapchu,102,Babesa PS,1,27.429027,89.650867,27.386985,89.584902
22,Langjophakha,102,Babesa PS,1,27.429027,89.650867,27.49589747970,89.64132150520
24,Motithang,102,Babesa PS,1,27.429027,89.650867,27.47665064250,89.61971670550
26,Olakha,102,Babesa PS,16,27.429027,89.650867,27.44697074620,89.65875248350
27,Pamtsho,102,Babesa PS,2,27.429027,89.650867,27.51070916330,89.63412912960
28,Ramtokto,102,Babesa PS,4,27.429027,89.650867,27.416321,89.622819
29,RTC,102,Babesa PS,20,27.429027,89.650867,27.40349847780,89.65665704520
30,Samtenling,102,Babesa PS,1,27.429027,89.650867,27.50077888000,89.63369325650
31,Serbithang,102,Babesa PS,29,27.429027,89.650867,27.42029515230,89.65591160680
32,Simtokha,102,Babesa PS,26,27.429027,89.650867,27.43440839780,89.66787390510
33,Taba,102,Babesa PS,3,27.429027,89.650867,27.51290625190,89.64517770640
34,Tshalubar,102,Babesa PS,2,27.429027,89.650867,27.43770376770,89.65558664010
35,Tshalumarphey,102,Babesa PS,18,27.429027,89.650867,27.43770376770,89.65558664010
38,Zilukha,102,Babesa PS,2,27.429027,89.650867,27.48557209120,89.63029523980
1,Babesa,103,Chang Rigphel PS,100,27.447167,89.662296,27.42918166770,89.64720960230
4,Changbangdu,103,Chang Rigphel PS,10,27.447167,89.662296,27.45139172240,89.64724428340
5,Changgidaphu,103,Chang Rigphel PS,1,27.447167,89.662296,27.45993538960,89.63337611550
6,Changjalu,103,Chang Rigphel PS,145,27.447167,89.662296,27.44697074620,89.65875248350
7,Changzamtog,103,Chang Rigphel PS,6,27.447167,89.662296,27.46114897030,89.64185371500
8,Chanjiji,103,Chang Rigphel PS,11,27.447167,89.662296,27.45550435780,89.65292201730
9,Core,103,Chang Rigphel PS,1,27.447167,89.662296,27.47331364770,89.63825335810
10,Debsi,103,Chang Rigphel PS,9,27.447167,89.662296,27.43156669690,89.64037529940
13,Gangchey,103,Chang Rigphel PS,7,27.447167,89.662296,27.41778503180,89.64188265870
17,Jungshina,103,Chang Rigphel PS,1,27.447167,89.662296,27.51070916330,89.63412912960
20,Khasadrapchu,103,Chang Rigphel PS,1,27.447167,89.662296,27.386985,89.584902
22,Langjophakha,103,Chang Rigphel PS,2,27.447167,89.662296,27.49589747970,89.64132150520
23,Lubding,103,Chang Rigphel PS,14,27.447167,89.662296,27.44974662830,89.66945403330
24,Motithang,103,Chang Rigphel PS,1,27.447167,89.662296,27.47665064250,89.61971670550
25,Namseyling,103,Chang Rigphel PS,3,27.447167,89.662296,27.404257,89.6064
26,Olakha,103,Chang Rigphel PS,394,27.447167,89.662296,27.44697074620,89.65875248350
27,Pamtsho,103,Chang Rigphel PS,2,27.447167,89.662296,27.51070916330,89.63412912960
31,Serbithang,103,Chang Rigphel PS,1,27.447167,89.662296,27.42029515230,89.65591160680
32,Simtokha,103,Chang Rigphel PS,43,27.447167,89.662296,27.43440839780,89.66787390510
33,Taba,103,Chang Rigphel PS,1,27.447167,89.662296,27.51290625190,89.64517770640
34,Tshalubar,103,Chang Rigphel PS,9,27.447167,89.662296,27.43770376770,89.65558664010
35,Tshalumarphey,103,Chang Rigphel PS,26,27.447167,89.662296,27.43770376770,89.65558664010
36,Yangchenphug,103,Chang Rigphel PS,1,27.447167,89.662296,27.46739700000,89.64673737680
37,Yoselpang,103,Chang Rigphel PS,1,27.447167,89.662296,27.462597,89.705355
1,Babesa,104,Changangkha MSS,32,27.475287,89.631975,27.42918166770,89.64720960230
2,Begana,104,Changangkha MSS,4,27.475287,89.631975,27.57189085960,89.63570021250
3,Bjemina,104,Changangkha MSS,2,27.475287,89.631975,27.40296800000,89.57070400000
4,Changangkha,104,Changangkha MSS,230,27.475287,89.631975,27.47245399040,89.63084646850
4,Changbangdu,104,Changangkha MSS,8,27.475287,89.631975,27.45139172240,89.64724428340
5,Changgidaphu,104,Changangkha MSS,33,27.475287,89.631975,27.45993538960,89.63337611550
6,Changjalu,104,Changangkha MSS,16,27.475287,89.631975,27.44697074620,89.65875248350
7,Changzamtog,104,Changangkha MSS,48,27.475287,89.631975,27.46114897030,89.64185371500
8,Chanjiji,104,Changangkha MSS,28,27.475287,89.631975,27.45550435780,89.65292201730
9,Core,104,Changangkha MSS,54,27.475287,89.631975,27.47331364770,89.63825335810
10,Debsi,104,Changangkha MSS,5,27.475287,89.631975,27.43156669690,89.64037529940
11,Dechencholing,104,Changangkha MSS,17,27.475287,89.631975,27.53260528070,89.64253837270
13,Gangchey,104,Changangkha MSS,2,27.475287,89.631975,27.41778503180,89.64188265870
14,Gidakom,104,Changangkha MSS,2,27.475287,89.631975,27.404767,89.569741
15,Hejo,104,Changangkha MSS,10,27.475287,89.631975,27.50077888000,89.63369325650
17,Jungshina,104,Changangkha MSS,25,27.475287,89.631975,27.51070916330,89.63412912960
18,Kabisa,104,Changangkha MSS,4,27.475287,89.631975,27.54906988110,89.65429961040
19,Kawangjangsa,104,Changangkha MSS,20,27.475287,89.631975,27.48557209120,89.63029523980
20,Khasadrapchu,104,Changangkha MSS,1,27.475287,89.631975,27.386985,89.584902
22,Langjophakha,104,Changangkha MSS,21,27.475287,89.631975,27.49589747970,89.64132150520
23,Lubding,104,Changangkha MSS,1,27.475287,89.631975,27.44974662830,89.66945403330
24,Motithang,104,Changangkha MSS,94,27.475287,89.631975,27.47665064250,89.61971670550
26,Olakha,104,Changangkha MSS,25,27.475287,89.631975,27.44697074620,89.65875248350
27,Pamtsho,104,Changangkha MSS,3,27.475287,89.631975,27.51070916330,89.63412912960
29,RTC,104,Changangkha MSS,12,27.475287,89.631975,27.40349847780,89.65665704520
30,Samtenling,104,Changangkha MSS,15,27.475287,89.631975,27.50077888000,89.63369325650
31,Serbithang,104,Changangkha MSS,2,27.475287,89.631975,27.42029515230,89.65591160680
32,Simtokha,104,Changangkha MSS,7,27.475287,89.631975,27.43440839780,89.66787390510
33,Taba,104,Changangkha MSS,36,27.475287,89.631975,27.51290625190,89.64517770640
34,Tshalubar,104,Changangkha MSS,1,27.475287,89.631975,27.43770376770,89.65558664010
35,Tshalumarphey,104,Changangkha MSS,3,27.475287,89.631975,27.43770376770,89.65558664010
36,Yangchenphug,104,Changangkha MSS,7,27.475287,89.631975,27.46739700000,89.64673737680
37,Yoselpang,104,Changangkha MSS,1,27.475287,89.631975,27.462597,89.705355
38,Zilukha,104,Changangkha MSS,4,27.475287,89.631975,27.48557209120,89.63029523980
1,Babesa,105,Changzamtog MSS,59,27.460561,89.64135,27.42918166770,89.64720960230
2,Begana,105,Changzamtog MSS,4,27.460561,89.64135,27.57189085960,89.63570021250
4,Changangkha,105,Changzamtog MSS,32,27.460561,89.64135,27.47245399040,89.63084646850
4,Changbangdu,105,Changzamtog MSS,80,27.460561,89.64135,27.45139172240,89.64724428340
5,Changgidaphu,105,Changzamtog MSS,158,27.460561,89.64135,27.45993538960,89.63337611550
6,Changjalu,105,Changzamtog MSS,12,27.460561,89.64135,27.44697074620,89.65875248350
7,Changzamtog,105,Changzamtog MSS,789,27.460561,89.64135,27.46114897030,89.64185371500
8,Chanjiji,105,Changzamtog MSS,57,27.460561,89.64135,27.45550435780,89.65292201730
9,Core,105,Changzamtog MSS,15,27.460561,89.64135,27.47331364770,89.63825335810
10,Debsi,105,Changzamtog MSS,6,27.460561,89.64135,27.43156669690,89.64037529940
11,Dechencholing,105,Changzamtog MSS,4,27.460561,89.64135,27.53260528070,89.64253837270
12,Dzong,105,Changzamtog MSS,1,27.460561,89.64135,27.48830025920,89.63554472700
15,Hejo,105,Changzamtog MSS,3,27.460561,89.64135,27.50077888000,89.63369325650
16,Hongtsho,105,Changzamtog MSS,1,27.460561,89.64135,27.485941,89.724004
17,Jungshina,105,Changzamtog MSS,5,27.460561,89.64135,27.51070916330,89.63412912960
18,Kabisa,105,Changzamtog MSS,3,27.460561,89.64135,27.54906988110,89.65429961040
19,Kawangjangsa,105,Changzamtog MSS,4,27.460561,89.64135,27.48557209120,89.63029523980
20,Khasadrapchu,105,Changzamtog MSS,2,27.460561,89.64135,27.386985,89.584902
21,Kungacholing,105,Changzamtog MSS,1,27.460561,89.64135,27.47665064250,89.61971670550
22,Langjophakha,105,Changzamtog MSS,4,27.460561,89.64135,27.49589747970,89.64132150520
24,Motithang,105,Changzamtog MSS,10,27.460561,89.64135,27.47665064250,89.61971670550
25,Namseyling,105,Changzamtog MSS,2,27.460561,89.64135,27.404257,89.6064
26,Olakha,105,Changzamtog MSS,57,27.460561,89.64135,27.44697074620,89.65875248350
27,Pamtsho,105,Changzamtog MSS,2,27.460561,89.64135,27.51070916330,89.63412912960
28,Ramtokto,105,Changzamtog MSS,1,27.460561,89.64135,27.416321,89.622819
29,RTC,105,Changzamtog MSS,5,27.460561,89.64135,27.40349847780,89.65665704520
30,Samtenling,105,Changzamtog MSS,7,27.460561,89.64135,27.50077888000,89.63369325650
31,Serbithang,105,Changzamtog MSS,2,27.460561,89.64135,27.42029515230,89.65591160680
32,Simtokha,105,Changzamtog MSS,11,27.460561,89.64135,27.43440839780,89.66787390510
33,Taba,105,Changzamtog MSS,11,27.460561,89.64135,27.51290625190,89.64517770640
34,Tshalubar,105,Changzamtog MSS,1,27.460561,89.64135,27.43770376770,89.65558664010
35,Tshalumarphey,105,Changzamtog MSS,3,27.460561,89.64135,27.43770376770,89.65558664010
36,Yangchenphug,105,Changzamtog MSS,8,27.460561,89.64135,27.46739700000,89.64673737680
37,Yoselpang,105,Changzamtog MSS,8,27.460561,89.64135,27.462597,89.705355
38,Zilukha,105,Changzamtog MSS,3,27.460561,89.64135,27.48557209120,89.63029523980
1,Babesa,106,Dechencholing HSS,5,27.526811,89.644576,27.42918166770,89.64720960230
2,Begana,106,Dechencholing HSS,7,27.526811,89.644576,27.57189085960,89.63570021250
4,Changangkha,106,Dechencholing HSS,1,27.526811,89.644576,27.47245399040,89.63084646850
8,Chanjiji,106,Dechencholing HSS,2,27.526811,89.644576,27.45550435780,89.65292201730
11,Dechencholing,106,Dechencholing HSS,1085,27.526811,89.644576,27.53260528070,89.64253837270
12,Dzong,106,Dechencholing HSS,1,27.526811,89.644576,27.48830025920,89.63554472700
14,Gidakom,106,Dechencholing HSS,1,27.526811,89.644576,27.404767,89.569741
15,Hejo,106,Dechencholing HSS,3,27.526811,89.644576,27.50077888000,89.63369325650
17,Jungshina,106,Dechencholing HSS,6,27.526811,89.644576,27.51070916330,89.63412912960
18,Kabisa,106,Dechencholing HSS,84,27.526811,89.644576,27.54906988110,89.65429961040
22,Langjophakha,106,Dechencholing HSS,3,27.526811,89.644576,27.49589747970,89.64132150520
24,Motithang,106,Dechencholing HSS,1,27.526811,89.644576,27.47665064250,89.61971670550
26,Olakha,106,Dechencholing HSS,1,27.526811,89.644576,27.44697074620,89.65875248350
27,Pamtsho,106,Dechencholing HSS,17,27.526811,89.644576,27.51070916330,89.63412912960
32,Simtokha,106,Dechencholing HSS,2,27.526811,89.644576,27.43440839780,89.66787390510
33,Taba,106,Dechencholing HSS,103,27.526811,89.644576,27.51290625190,89.64517770640
38,Zilukha,106,Dechencholing HSS,2,27.526811,89.644576,27.48557209120,89.63029523980
1,Babesa,107,Deki PS,9,27.459145,89.645896,27.42918166770,89.64720960230
4,Changbangdu,107,Deki PS,12,27.459145,89.645896,27.45139172240,89.64724428340
5,Changgidaphu,107,Deki PS,2,27.459145,89.645896,27.45993538960,89.63337611550
6,Changjalu,107,Deki PS,3,27.459145,89.645896,27.44697074620,89.65875248350
7,Changzamtog,107,Deki PS,18,27.459145,89.645896,27.46114897030,89.64185371500
9,Core,107,Deki PS,1,27.459145,89.645896,27.47331364770,89.63825335810
10,Debsi,107,Deki PS,1,27.459145,89.645896,27.43156669690,89.64037529940
24,Motithang,107,Deki PS,1,27.459145,89.645896,27.47665064250,89.61971670550
26,Olakha,107,Deki PS,6,27.459145,89.645896,27.44697074620,89.65875248350
28,Ramtokto,107,Deki PS,1,27.459145,89.645896,27.416321,89.622819
32,Simtokha,107,Deki PS,2,27.459145,89.645896,27.43440839780,89.66787390510
33,Taba,107,Deki PS,1,27.459145,89.645896,27.51290625190,89.64517770640
38,Zilukha,107,Deki PS,2,27.459145,89.645896,27.48557209120,89.63029523980
1,Babesa,108,Dr. Tobgyel MSS,209,27.431219,89.648438,27.42918166770,89.64720960230
4,Changangkha,108,Dr. Tobgyel MSS,7,27.431219,89.648438,27.47245399040,89.63084646850
4,Changbangdu,108,Dr. Tobgyel MSS,3,27.431219,89.648438,27.45139172240,89.64724428340
6,Changjalu,108,Dr. Tobgyel MSS,15,27.431219,89.648438,27.44697074620,89.65875248350
7,Changzamtog,108,Dr. Tobgyel MSS,4,27.431219,89.648438,27.46114897030,89.64185371500
8,Chanjiji,108,Dr. Tobgyel MSS,8,27.431219,89.648438,27.45550435780,89.65292201730
9,Core,108,Dr. Tobgyel MSS,3,27.431219,89.648438,27.47331364770,89.63825335810
10,Debsi,108,Dr. Tobgyel MSS,34,27.431219,89.648438,27.43156669690,89.64037529940
13,Gangchey,108,Dr. Tobgyel MSS,6,27.431219,89.648438,27.41778503180,89.64188265870
20,Khasadrapchu,108,Dr. Tobgyel MSS,9,27.431219,89.648438,27.386985,89.584902
22,Langjophakha,108,Dr. Tobgyel MSS,1,27.431219,89.648438,27.49589747970,89.64132150520
23,Lubding,108,Dr. Tobgyel MSS,3,27.431219,89.648438,27.44974662830,89.66945403330
24,Motithang,108,Dr. Tobgyel MSS,10,27.431219,89.648438,27.47665064250,89.61971670550
25,Namseyling,108,Dr. Tobgyel MSS,8,27.431219,89.648438,27.404257,89.6064
26,Olakha,108,Dr. Tobgyel MSS,29,27.431219,89.648438,27.44697074620,89.65875248350
27,Pamtsho,108,Dr. Tobgyel MSS,1,27.431219,89.648438,27.51070916330,89.63412912960
28,Ramtokto,108,Dr. Tobgyel MSS,6,27.431219,89.648438,27.416321,89.622819
29,RTC,108,Dr. Tobgyel MSS,12,27.431219,89.648438,27.40349847780,89.65665704520
30,Samtenling,108,Dr. Tobgyel MSS,2,27.431219,89.648438,27.50077888000,89.63369325650
31,Serbithang,108,Dr. Tobgyel MSS,11,27.431219,89.648438,27.42029515230,89.65591160680
32,Simtokha,108,Dr. Tobgyel MSS,21,27.431219,89.648438,27.43440839780,89.66787390510
33,Taba,108,Dr. Tobgyel MSS,1,27.431219,89.648438,27.51290625190,89.64517770640
34,Tshalubar,108,Dr. Tobgyel MSS,7,27.431219,89.648438,27.43770376770,89.65558664010
35,Tshalumarphey,108,Dr. Tobgyel MSS,13,27.431219,89.648438,27.43770376770,89.65558664010
1,Babesa,109,Druk HSS,8,27.460459,89.637772,27.42918166770,89.64720960230
4,Changangkha,109,Druk HSS,14,27.460459,89.637772,27.47245399040,89.63084646850
4,Changbangdu,109,Druk HSS,5,27.460459,89.637772,27.45139172240,89.64724428340
5,Changgidaphu,109,Druk HSS,16,27.460459,89.637772,27.45993538960,89.63337611550
6,Changjalu,109,Druk HSS,7,27.460459,89.637772,27.44697074620,89.65875248350
7,Changzamtog,109,Druk HSS,20,27.460459,89.637772,27.46114897030,89.64185371500
8,Chanjiji,109,Druk HSS,3,27.460459,89.637772,27.45550435780,89.65292201730
9,Core,109,Druk HSS,10,27.460459,89.637772,27.47331364770,89.63825335810
10,Debsi,109,Druk HSS,5,27.460459,89.637772,27.43156669690,89.64037529940
11,Dechencholing,109,Druk HSS,3,27.460459,89.637772,27.53260528070,89.64253837270
13,Gangchey,109,Druk HSS,2,27.460459,89.637772,27.41778503180,89.64188265870
15,Hejo,109,Druk HSS,1,27.460459,89.637772,27.50077888000,89.63369325650
17,Jungshina,109,Druk HSS,2,27.460459,89.637772,27.51070916330,89.63412912960
19,Kawangjangsa,109,Druk HSS,3,27.460459,89.637772,27.48557209120,89.63029523980
21,Kungacholing,109,Druk HSS,1,27.460459,89.637772,27.47665064250,89.61971670550
22,Langjophakha,109,Druk HSS,1,27.460459,89.637772,27.49589747970,89.64132150520
24,Motithang,109,Druk HSS,14,27.460459,89.637772,27.47665064250,89.61971670550
25,Namseyling,109,Druk HSS,1,27.460459,89.637772,27.404257,89.6064
26,Olakha,109,Druk HSS,3,27.460459,89.637772,27.44697074620,89.65875248350
27,Pamtsho,109,Druk HSS,2,27.460459,89.637772,27.51070916330,89.63412912960
29,RTC,109,Druk HSS,3,27.460459,89.637772,27.40349847780,89.65665704520
30,Samtenling,109,Druk HSS,4,27.460459,89.637772,27.50077888000,89.63369325650
31,Serbithang,109,Druk HSS,2,27.460459,89.637772,27.42029515230,89.65591160680
32,Simtokha,109,Druk HSS,2,27.460459,89.637772,27.43440839780,89.66787390510
33,Taba,109,Druk HSS,6,27.460459,89.637772,27.51290625190,89.64517770640
35,Tshalumarphey,109,Druk HSS,5,27.460459,89.637772,27.43770376770,89.65558664010
36,Yangchenphug,109,Druk HSS,1,27.460459,89.637772,27.46739700000,89.64673737680
38,Zilukha,109,Druk HSS,1,27.460459,89.637772,27.48557209120,89.63029523980
1,Babesa,110,Early Learning Centre PS,2,27.478166,89.626891,27.42918166770,89.64720960230
4,Changangkha,110,Early Learning Centre PS,10,27.478166,89.626891,27.47245399040,89.63084646850
4,Changbangdu,110,Early Learning Centre PS,4,27.478166,89.626891,27.45139172240,89.64724428340
6,Changjalu,110,Early Learning Centre PS,1,27.478166,89.626891,27.44697074620,89.65875248350
7,Changzamtog,110,Early Learning Centre PS,2,27.478166,89.626891,27.46114897030,89.64185371500
9,Core,110,Early Learning Centre PS,1,27.478166,89.626891,27.47331364770,89.63825335810
10,Debsi,110,Early Learning Centre PS,1,27.478166,89.626891,27.43156669690,89.64037529940
11,Dechencholing,110,Early Learning Centre PS,2,27.478166,89.626891,27.53260528070,89.64253837270
15,Hejo,110,Early Learning Centre PS,4,27.478166,89.626891,27.50077888000,89.63369325650
17,Jungshina,110,Early Learning Centre PS,1,27.478166,89.626891,27.51070916330,89.63412912960
18,Kabisa,110,Early Learning Centre PS,1,27.478166,89.626891,27.54906988110,89.65429961040
19,Kawangjangsa,110,Early Learning Centre PS,1,27.478166,89.626891,27.48557209120,89.63029523980
21,Kungacholing,110,Early Learning Centre PS,1,27.478166,89.626891,27.47665064250,89.61971670550
22,Langjophakha,110,Early Learning Centre PS,1,27.478166,89.626891,27.49589747970,89.64132150520
24,Motithang,110,Early Learning Centre PS,14,27.478166,89.626891,27.47665064250,89.61971670550
25,Namseyling,110,Early Learning Centre PS,1,27.478166,89.626891,27.404257,89.6064
27,Pamtsho,110,Early Learning Centre PS,2,27.478166,89.626891,27.51070916330,89.63412912960
32,Simtokha,110,Early Learning Centre PS,2,27.478166,89.626891,27.43440839780,89.66787390510
33,Taba,110,Early Learning Centre PS,6,27.478166,89.626891,27.51290625190,89.64517770640
36,Yangchenphug,110,Early Learning Centre PS,3,27.478166,89.626891,27.46739700000,89.64673737680
38,Zilukha,110,Early Learning Centre PS,3,27.478166,89.626891,27.48557209120,89.63029523980
1,Babesa,111,Educating for Lifelong Citizenship High School,4,27.464768,89.651733,27.42918166770,89.64720960230
4,Changangkha,111,Educating for Lifelong Citizenship High School,3,27.464768,89.651733,27.47245399040,89.63084646850
5,Changgidaphu,111,Educating for Lifelong Citizenship High School,3,27.464768,89.651733,27.45993538960,89.63337611550
6,Changjalu,111,Educating for Lifelong Citizenship High School,2,27.464768,89.651733,27.44697074620,89.65875248350
7,Changzamtog,111,Educating for Lifelong Citizenship High School,3,27.464768,89.651733,27.46114897030,89.64185371500
9,Core,111,Educating for Lifelong Citizenship High School,3,27.464768,89.651733,27.47331364770,89.63825335810
19,Kawangjangsa,111,Educating for Lifelong Citizenship High School,2,27.464768,89.651733,27.48557209120,89.63029523980
20,Khasadrapchu,111,Educating for Lifelong Citizenship High School,1,27.464768,89.651733,27.386985,89.584902
22,Langjophakha,111,Educating for Lifelong Citizenship High School,1,27.464768,89.651733,27.49589747970,89.64132150520
24,Motithang,111,Educating for Lifelong Citizenship High School,10,27.464768,89.651733,27.47665064250,89.61971670550
26,Olakha,111,Educating for Lifelong Citizenship High School,1,27.464768,89.651733,27.44697074620,89.65875248350
27,Pamtsho,111,Educating for Lifelong Citizenship High School,1,27.464768,89.651733,27.51070916330,89.63412912960
33,Taba,111,Educating for Lifelong Citizenship High School,3,27.464768,89.651733,27.51290625190,89.64517770640
35,Tshalumarphey,111,Educating for Lifelong Citizenship High School,1,27.464768,89.651733,27.43770376770,89.65558664010
36,Yangchenphug,111,Educating for Lifelong Citizenship High School,1,27.464768,89.651733,27.46739700000,89.64673737680
38,Zilukha,111,Educating for Lifelong Citizenship High School,1,27.464768,89.651733,27.48557209120,89.63029523980
1,Babesa,112,Etho Metho PS,5,27.467893,89.636448,27.42918166770,89.64720960230
4,Changangkha,112,Etho Metho PS,22,27.467893,89.636448,27.47245399040,89.63084646850
4,Changbangdu,112,Etho Metho PS,4,27.467893,89.636448,27.45139172240,89.64724428340
5,Changgidaphu,112,Etho Metho PS,6,27.467893,89.636448,27.45993538960,89.63337611550
6,Changjalu,112,Etho Metho PS,13,27.467893,89.636448,27.44697074620,89.65875248350
7,Changzamtog,112,Etho Metho PS,19,27.467893,89.636448,27.46114897030,89.64185371500
8,Chanjiji,112,Etho Metho PS,9,27.467893,89.636448,27.45550435780,89.65292201730
9,Core,112,Etho Metho PS,23,27.467893,89.636448,27.47331364770,89.63825335810
11,Dechencholing,112,Etho Metho PS,3,27.467893,89.636448,27.53260528070,89.64253837270
13,Gangchey,112,Etho Metho PS,1,27.467893,89.636448,27.41778503180,89.64188265870
15,Hejo,112,Etho Metho PS,7,27.467893,89.636448,27.50077888000,89.63369325650
17,Jungshina,112,Etho Metho PS,5,27.467893,89.636448,27.51070916330,89.63412912960
18,Kabisa,112,Etho Metho PS,2,27.467893,89.636448,27.54906988110,89.65429961040
19,Kawangjangsa,112,Etho Metho PS,1,27.467893,89.636448,27.48557209120,89.63029523980
22,Langjophakha,112,Etho Metho PS,5,27.467893,89.636448,27.49589747970,89.64132150520
